,Player,Points,Games
1398,Gary Neal,414.6363636363636,80.0
1399,Gary Payton,20.0,6.0
1400,Gary Payton*,1234.0526315789473,82.0
1401,Gary Phillips,463.8,75.0
1402,Gary Plummer,265.5,66.0
1403,Gary Suiter,42.0,30.0
1404,Gary Trent,454.1818181818182,82.0
1405,Gary Voce,2.0,1.0
1406,Gary Zeller,135.5,50.0
1407,Gaylon Nickerson,10.0,4.0
1408,Geert Hammink,4.4,6.0
1409,Gene Banks,884.1666666666666,82.0
1410,Gene Berce,10.0,3.0
1411,Gene Conley,344.8333333333333,75.0
1412,Gene Dyker,16.0,11.0
1413,Gene Englund,240.0,46.0
1414,Gene Guarilia,103.25,48.0
1415,Gene James,114.0,48.0
1416,Gene Ollrich,44.0,14.0
1417,Gene Rhodes,337.0,65.0
1418,Gene Short,56.0,34.0
1419,Gene Shue,860.5833333333334,80.0
1420,Gene Stump,108.66666666666667,49.0
1421,Gene Tormohlen,198.5,77.0
1422,Gene Vance,156.0,35.0
1423,Gene Wiley,318.25,80.0
1424,Geno Carlisle,8.0,6.0
1425,Geoff Crompton,19.8,35.0
1426,Geoff Huston,545.3,82.0
1427,Geoff Petrie,1622.0,82.0
1428,George Blaney,117.0,36.0
1429,George Bon,4.0,3.0
1430,George Brown,1.0,1.0
1431,George Carter,3.0,1.0
1432,George Dempsey,262.7142857142857,72.0
1433,George Feigenbaum,26.0,12.0
1434,George Gervin*,2070.8,82.0
1435,George Hill,782.1111111111111,78.0
1436,George Johnson,355.38461538461536,82.0
1437,George Kaftan,322.5,61.0
1438,George Karl,42.5,29.0
1439,George King,703.1666666666666,72.0
1440,George Lee,318.42857142857144,75.0
1441,George Lehmann,106.5,55.0
1442,George Lynch,425.75,82.0
1443,George McCloud,541.6428571428571,79.0
1444,George McGinnis,1129.111111111111,79.0
1445,George McLeod,12.0,10.0
1446,George Mikan*,1409.6666666666667,72.0
1447,George Nostrand,106.0,55.0
1448,George Patterson,120.0,59.0
1449,George Ratkovicz,477.375,71.0
1450,George Reynolds,21.0,10.0
1451,George Senesky,457.6,69.0
1452,George Thompson,780.0,73.0
1453,George Trapp,558.8333333333334,82.0
1454,George Wilson,285.54545454545456,79.0
1455,George Yardley*,1141.3333333333333,73.0
1456,George Zidek,89.28571428571429,71.0
1457,Georges Niang,21.0,23.0
1458,Georgi Glouchkov,239.0,49.0
1459,Georgios Papagiannis,124.0,22.0
1460,Gerald Brown,80.0,33.0
1461,Gerald Fitch,84.0,18.0
1462,Gerald Glass,236.875,75.0
1463,Gerald Green,449.4166666666667,82.0
1464,Gerald Henderson,528.6551724137931,82.0
1465,Gerald Madkins,26.666666666666668,22.0
1466,Gerald Paddio,128.0,70.0
1467,Gerald Wallace,658.1111111111111,76.0
1468,Gerald Wilkins,902.7692307692307,82.0
1469,Gerard King,188.66666666666666,62.0
1470,Gerry Calabrese,246.0,58.0
1471,Gerry Ward,135.5,76.0
1472,Gheorghe Muresan,503.3333333333333,76.0
1473,Giannis Antetokounmpo,1184.25,81.0
1474,Gil McGregor,171.0,42.0
1475,Gilbert Arenas,935.1538461538462,82.0
1476,Glen Davis,475.2,78.0
1477,Glen Gondrezick,424.0,80.0
1478,Glen Rice,1081.1176470588234,82.0
1479,Glen Selbo,42.0,13.0
1480,Glenn Hagan,7.0,4.0
1481,Glenn Hansen,117.6,66.0
1482,Glenn McDonald,203.0,75.0
1483,Glenn Mosley,49.0,26.0
1484,Glenn Robinson,935.625,82.0
1485,God Shammgod,61.0,20.0
1486,Goo Kennedy,65.0,32.0
1487,Goran Dragic,802.2307692307693,80.0
1488,Gordan Giricek,442.84615384615387,81.0
1489,Gordon Hayward,1153.857142857143,80.0
1490,Gorgui Dieng,659.75,82.0
1491,Grady O'Malley,50.0,24.0
1492,Grant Gondrezick,227.0,64.0
1493,Grant Hill,952.0555555555555,82.0
1494,Grant Jerrett,10.666666666666666,8.0
1495,Grant Long,615.1176470588235,82.0
1496,Granville Waiters,121.2,78.0
1497,Greg Anderson,403.46153846153845,82.0
1498,Greg Anthony,459.3076923076923,82.0
1499,Greg Ballard,904.8181818181819,82.0
1500,Greg Buckner,287.8,76.0
1501,Greg Bunch,28.0,12.0
1502,Greg Butler,25.333333333333332,33.0
1503,Greg Deane,10.0,7.0
1504,Greg Dreiling,101.4,73.0
1505,Greg Fillmore,59.0,39.0
1506,Greg Foster,179.2941176470588,79.0
1507,Greg Graham,168.28571428571428,70.0
1508,Greg Grant,97.72727272727273,72.0
1509,Greg Griffin,145.0,36.0
1510,Greg Howard,156.0,48.0
1511,Greg Hyder,417.0,77.0
1512,Greg Jackson,121.33333333333333,49.0
1513,Greg Kelser,412.25,80.0
1514,Greg Kite,116.61111111111111,82.0
1515,Greg Lee,6.0,5.0
1516,Greg Minor,380.4,78.0
1517,Greg Monroe,1081.7142857142858,82.0
1518,Greg Oden,280.0,61.0
1519,Greg Ostertag,319.27272727272725,81.0
1520,Greg Smith,350.88235294117646,82.0
1521,Greg Stiemsma,160.25,76.0
1522,Greg Stokes,65.0,31.0
1523,Greg Sutton,202.6,67.0
1524,Greivis Vasquez,483.22222222222223,82.0
1525,Guillermo Diaz,5.0,6.0
1526,Gundars Vetra,45.0,13.0
1527,Gus Bailey,77.8,48.0
1528,Gus Gerard,217.6153846153846,73.0
1529,Gus Johnson*,994.4,78.0
1530,Gus Williams,1281.1818181818182,82.0
1531,Gustavo Ayon,167.8,55.0
1532,Guy Morgan,15.0,8.0
1533,Guy Rodgers*,772.7142857142857,81.0
1534,Guy Rucker,0.0,3.0
1535,Guy Sparrow,300.6,72.0
1536,Guy Williams,34.0,21.0
1537,Ha Seung-Jin,35.0,27.0
1538,Hakeem Olajuwon*,1497.0,82.0
1539,Hakim Warrick,489.5,82.0
1540,Hal Greer*,1439.0666666666666,82.0
1541,Hal Lear,4.0,3.0
1542,Hal Uplinger,86.0,23.0
1543,Hamady N'Diaye,6.666666666666667,16.0
1544,Hamed Haddadi,60.42857142857143,36.0
1545,Hank DeZonie,17.0,5.0
1546,Hank Finkel,310.0,80.0
1547,Hank McDowell,95.375,57.0
1548,Hanno Mottola,357.5,82.0
1549,Happy Hairston,941.6,81.0
1550,Harold Ellis,280.0,69.0
1551,Harold Fox,31.0,10.0
1552,Harold Jamison,36.0,25.0
1553,Harold Keeling,44.0,20.0
1554,Harold Miner,450.25,73.0
1555,Harold Pressley,675.5,80.0
1556,Harrison Barnes,921.0,82.0
1557,Harry Barnes,43.0,22.0
1558,Harry Boykoff,357.75,61.0
1559,Harry Davis,87.5,40.0
1560,Harry Donovan,253.0,45.0
1561,Harry Gallatin*,934.3333333333334,72.0
1562,Harthorne Wingo,255.75,82.0
1563,Harvey Catchings,199.92307692307693,80.0
1564,Harvey Grant,707.3636363636364,81.0
1565,Harvey Marlatt,75.0,31.0
1566,Hasheem Thabeet,63.44444444444444,68.0
1567,Hassan Adams,92.5,61.0
1568,Hassan Whiteside,588.4,77.0
1569,Hawkeye Whitney,202.0,47.0
1570,Haywoode Workman,205.3,77.0
1571,Hedo Turkoglu,699.9411764705883,82.0
1572,Henry Akin,152.0,50.0
1573,Henry Bibby,586.5454545454545,82.0
1574,Henry Dickerson,22.5,17.0
1575,Henry Ellenson,60.0,19.0
1576,Henry James,151.0,65.0
1577,Henry Sims,230.16666666666666,73.0
1578,Henry Turner,112.0,36.0
1579,Henry Walker,201.14285714285714,61.0
1580,Henry Ward,83.0,27.0
1581,Herb Scherer,57.5,20.0
1582,Herb White,90.0,38.0
1583,Herb Williams,584.5,82.0
1584,Herm Gilliam,781.5,82.0
1585,Herm Hedderick,4.0,5.0
1586,Herm Schaefer,330.0,65.0
1587,Hersey Hawkins,1113.076923076923,82.0
1588,Hilton Armstrong,94.81818181818181,70.0
1589,Hiram Fuller,8.0,4.0
1590,Hollis Copeland,232.0,75.0
1591,Hollis Thompson,375.8333333333333,77.0
1592,Hook Dillon,36.0,22.0
1593,Hoot Gibson,117.33333333333333,32.0
1594,Horace Grant,764.4705882352941,81.0
1595,Horace Jenkins,42.0,15.0
1596,Horace Walker,438.0,65.0
1597,Horacio Llamas,29.0,20.0
1598,Hot Rod,705.7368421052631,82.0
1599,Howard Carter,175.5,55.0
1600,Howard Eisley,322.05555555555554,82.0
1601,Howard Komives,709.9166666666666,85.0
1602,Howard Nathan,13.0,5.0
1603,Howard Porter,493.1818181818182,78.0
1604,Howard Wood,144.0,42.0
1605,Howard Wright,23.2,15.0
1606,Howie Carl,170.0,31.0
1607,Howie Janotta,31.0,9.0
1608,Howie Jolliff,129.33333333333334,64.0
1609,Howie Montgomery,144.0,20.0
1610,Howie Schultz,293.4,67.0
1611,Howie Shannon,587.0,67.0
1612,Hub Reed,365.77777777777777,80.0
1613,Hubert Davis,381.9375,82.0
1614,Hubie White,85.5,29.0
1615,Hutch Jones,20.5,9.0
1616,Ian Clark,157.5,77.0
1617,Ian Lockhart,4.0,1.0
1618,Ian Mahinmi,269.0,80.0
1619,Ibo Kutluay,0.0,5.0
1620,Igor Rakocevic,78.0,42.0
1621,Ike Borsavage,64.0,24.0
1622,Ike Diogu,183.3,69.0
1623,Iman Shumpert,404.125,76.0
1624,Ime Udoka,233.57142857142858,75.0
1625,Ira Bowman,5.0,11.0
1626,Ira Newble,192.54545454545453,74.0
1627,Ira Terrell,276.75,78.0
1628,Irv Bemoras,413.5,69.0
1629,Irv Kiffin,82.0,26.0
1630,Irving Thomas,46.0,26.0
1631,Isaac Austin,394.54545454545456,82.0
1632,Isaac Fontaine,11.0,6.0
1633,Isaac Walthour,2.0,4.0
1634,Isaiah Canaan,332.0,77.0
1635,Isaiah Morris,55.0,25.0
1636,Isaiah Rider,1045.0,79.0
1637,Isaiah Taylor,3.0,4.0
1638,Isaiah Thomas,1192.25,82.0
1639,Isaiah Whitehead,543.0,73.0
1640,Isaiah Wilson,167.0,48.0
1641,Ish Smith,248.88235294117646,81.0
1642,Isiah Thomas*,1447.8461538461538,82.0
1643,Ivan Johnson,404.0,69.0
1644,Ivan McFarlin,15.0,11.0
1645,Ivano Newbill,66.0,72.0
1646,Ivica Zubac,284.0,38.0
1647,J.J. Anderson,246.2,65.0
1648,J.J. Barea,543.3636363636364,81.0
1649,J.J. Hickson,478.25,81.0
1650,J.J. O'Brien,0.0,2.0
1651,J.J. Redick,716.4615384615385,82.0
1652,J.R. Bremer,191.0,64.0
1653,J.R. Giddens,35.5,32.0
1654,J.R. Henderson,97.0,30.0
1655,J.R. Reid,426.8235294117647,83.0
1656,J.R. Smith,816.1333333333333,81.0
1657,JaJuan Johnson,114.0,36.0
1658,JaKarr Sampson,283.5,74.0
1659,JaMychal Green,278.2,78.0
1660,JaVale McGee,358.6923076923077,79.0
1661,Jabari Brown,227.0,19.0
1662,Jabari Parker,801.0,76.0
1663,Jabari Smith,67.0,45.0
1664,Jack Burmaster,598.0,61.0
1665,Jack Coleman,698.0,75.0
1666,Jack Cooley,27.0,16.0
1667,Jack Cotton,276.0,54.0
1668,Jack Foley,35.333333333333336,11.0
1669,Jack George,577.2,72.0
1670,Jack Givens,520.0,82.0
1671,Jack Haley,140.0909090909091,78.0
1672,Jack Kerris,351.75,69.0
1673,Jack Kiley,62.0,47.0
1674,Jack Marin,950.0666666666667,82.0
1675,Jack McCloskey,6.0,1.0
1676,Jack McMahon,475.1,72.0
1677,Jack Molinas,370.0,32.0
1678,Jack Nichols,575.0,75.0
1679,Jack Parkinson,3.0,4.0
1680,Jack Parr,262.0,66.0
1681,Jack Phelan,150.66666666666666,55.0
1682,Jack Sikma,1234.7857142857142,82.0
1683,Jack Smiley,221.33333333333334,59.0
1684,Jack Stephens,743.0,72.0
1685,Jack Toomay,594.0,62.0
1686,Jack Turner,241.0,65.0
1687,Jack Twyman*,1440.0,80.0
1688,Jackie Butler,114.33333333333333,55.0
1689,Jackie Dinkins,45.0,18.0
1690,Jackie Moore,121.66666666666667,57.0
1691,Jackie Moreland,536.8,78.0
1692,Jackie Ridgle,57.0,32.0
1693,Jackie Robinson,27.666666666666668,12.0
1694,Jackson Vroman,124.25,46.0
1695,Jacky Dorsey,35.4,29.0
1696,Jacque Vaughn,288.5833333333333,82.0
1697,Jae Crowder,577.2857142857143,82.0
1698,Jahidi White,246.11111111111111,80.0
1699,Jahlil Okafor,759.0,53.0
1700,Jake Bornheimer,254.0,60.0
1701,Jake Carter,54.666666666666664,24.0
1702,Jake Fendley,143.5,58.0
1703,Jake Ford,63.0,26.0
1704,Jake Jones,50.666666666666664,17.0
1705,Jake Layman,78.0,35.0
1706,Jake Tsakalidis,175.66666666666666,67.0
1707,Jake Voskuhl,201.55555555555554,73.0
1708,Jakob Poeltl,165.0,54.0
1709,Jalen Rose,885.5263157894736,83.0
1710,Jamaal Franklin,21.0,21.0
1711,Jamaal Magloire,355.2142857142857,82.0
1712,Jamaal Tinsley,422.90909090909093,80.0
1713,Jamaal Wilkes*,1220.3333333333333,82.0
1714,Jamal Crawford,1019.1578947368421,82.0
1715,Jamal Mashburn,958.9230769230769,82.0
1716,Jamal Murray,811.0,82.0
1717,Jamal Robinson,6.0,6.0
1718,Jamal Sampson,28.4,23.0
1719,Jamario Moon,293.22222222222223,80.0
1720,Jameer Nelson,638.5,79.0
1721,Jamel Thomas,11.75,7.0
1722,James Anderson,224.42857142857142,80.0
1723,James Augustine,21.0,25.0
1724,James Bailey,530.8461538461538,82.0
1725,James Blackwell,12.0,13.0
1726,James Collins,59.0,23.0
1727,James Cotton,24.5,10.0
1728,James Donaldson,511.3333333333333,83.0
1729,James Edwards,690.52,83.0
1730,James Ennis,176.5,64.0
1731,James Harden,1702.25,82.0
1732,James Hardy,352.5,82.0
1733,James Johnson,384.0,76.0
1734,James Jones,265.5,81.0
1735,James Lang,11.0,11.0
1736,James Michael,108.66666666666667,52.0
1737,James Nunnally,29.333333333333332,13.0
1738,James Phelan,3.0,4.0
1739,James Posey,593.7142857142857,83.0
1740,James Ray,111.33333333333333,45.0
1741,James Robinson,340.55555555555554,76.0
1742,James Scott,1.0,8.0
1743,James Silas,843.3333333333334,79.0
1744,James Singleton,172.57142857142858,62.0
1745,James Southerland,9.333333333333334,4.0
1746,James Thomas,18.0,22.0
1747,James White,60.666666666666664,57.0
1748,James Wilkes,182.33333333333334,57.0
1749,James Worthy*,1360.0,82.0
1750,James Young,67.33333333333333,31.0
1751,JamesOn Curry,0.0,1.0
1752,Jamie Feick,137.66666666666666,81.0
1753,Jamie Waller,42.0,9.0
1754,Jamie Watson,66.83333333333333,60.0
1755,Jamison Brewer,22.25,18.0
1756,Jan Van,370.85714285714283,82.0
1757,Jan Vesely,157.4,57.0
1758,Jannero Pargo,211.11764705882354,82.0
1759,Jared Cunningham,42.875,44.0
1760,Jared Dudley,541.0,82.0
1761,Jared Jeffries,229.93333333333334,82.0
1762,Jared Reiner,27.0,27.0
1763,Jared Sullinger,578.6,81.0
1764,Jarell Eddie,43.5,26.0
1765,Jarell Martin,159.0,42.0
1766,Jaren Jackson,197.5,82.0
1767,Jarnell Stokes,14.8,19.0
1768,Jarrett Jack,687.0,83.0
1769,Jarrod Uthoff,40.0,9.0
1770,Jarron Collins,176.16666666666666,82.0
1771,Jarvis Hayes,507.57142857142856,82.0
1772,Jarvis Varnado,35.666666666666664,24.0
1773,Jason Caffey,395.1,80.0
1774,Jason Collier,168.2,70.0
1775,Jason Collins,164.8235294117647,81.0
1776,Jason Hart,130.13333333333333,74.0
1777,Jason Kapono,377.55555555555554,81.0
1778,Jason Kidd,825.7391304347826,82.0
1779,Jason Lawson,26.0,17.0
1780,Jason Maxiell,348.1,82.0
1781,Jason Miskiri,0.0,1.0
1782,Jason Richardson,1006.1764705882352,82.0
1783,Jason Sasser,12.25,8.0
1784,Jason Smith,399.8888888888889,82.0
1785,Jason Terry,1039.7222222222222,82.0
1786,Jason Thompson,535.7,82.0
1787,Jason Williams,594.2857142857143,82.0
1788,Javaris Crittenton,198.33333333333334,63.0
1789,Jawad Williams,113.33333333333333,54.0
1790,Jawann Oldham,122.0,64.0
1791,Jay Arnette,141.33333333333334,63.0
1792,Jay Carty,76.0,28.0
1793,Jay Edwards,7.0,4.0
1794,Jay Guidinger,49.0,32.0
1795,Jay Humphries,631.6666666666666,82.0
1796,Jay Miller,14.5,8.0
1797,Jay Murphy,40.0,23.0
1798,Jay Taylor,51.0,17.0
1799,Jay Vincent,707.0769230769231,81.0
1800,Jay Williams,714.0,75.0
1801,Jaylen Brown,515.0,78.0
1802,Jayson Williams,385.77777777777777,80.0
1803,Jeff Adrien,153.0,53.0
1804,Jeff Ayres,115.0,73.0
1805,Jeff Cook,251.5,81.0
1806,Jeff Cross,26.0,21.0
1807,Jeff Foote,4.0,4.0
1808,Jeff Foster,288.2307692307692,82.0
1809,Jeff Grayer,297.0,82.0
1810,Jeff Green,842.2,82.0
1811,Jeff Halliburton,244.25,55.0
1812,Jeff Hornacek,1058.3125,82.0
1813,Jeff Judkins,296.4,81.0
1814,Jeff Lamp,262.875,74.0
1815,Jeff Lebo,6.0,4.0
1816,Jeff Malone,1098.764705882353,81.0
1817,Jeff Martin,478.0,74.0
1818,Jeff McInnis,478.7692307692308,81.0
1819,Jeff Mullins,1084.75,81.0
1820,Jeff Nordgaard,18.0,13.0
1821,Jeff Ruland,720.375,82.0
1822,Jeff Sanders,28.0,31.0
1823,Jeff Slade,4.0,3.0
1824,Jeff Taylor,89.5,44.0
1825,Jeff Teague,943.125,82.0
1826,Jeff Trepagnier,29.333333333333332,12.0
1827,Jeff Turner,369.7,76.0
1828,Jeff Webb,64.25,46.0
1829,Jeff Webster,18.0,11.0
1830,Jeff Wilkins,490.875,82.0
1831,Jeff Withey,162.75,58.0
1832,Jeffery Taylor,269.0,77.0
1833,Jeffrey Sheppard,40.0,18.0
1834,Jelani McCoy,150.0,70.0
1835,Jerald Honeycutt,76.25,38.0
1836,Jerami Grant,406.8,80.0
1837,Jerel McNeal,9.0,6.0
1838,Jeremy Evans,146.16666666666666,66.0
1839,Jeremy Lamb,442.8,78.0
1840,Jeremy Lin,691.7142857142857,82.0
1841,Jeremy Pargo,164.0,44.0
1842,Jeremy Richardson,16.875,27.0
1843,Jeremy Tyler,79.0,42.0
1844,Jerian Grant,398.0,76.0
1845,Jermaine Jackson,54.714285714285715,53.0
1846,Jermaine O'Neal,710.7,81.0
1847,Jermaine Taylor,143.5,34.0
1848,Jermareo Davidson,81.0,38.0
1849,Jerome Allen,141.0,76.0
1850,Jerome Anderson,63.5,27.0
1851,Jerome Beasley,2.0,2.0
1852,Jerome Dyson,67.0,9.0
1853,Jerome Harmon,46.0,10.0
1854,Jerome Henderson,8.0,6.0
1855,Jerome James,171.11111111111111,80.0
1856,Jerome Jordan,90.0,44.0
1857,Jerome Kersey,695.5882352941177,82.0
1858,Jerome Lane,148.875,67.0
1859,Jerome Moiso,51.75,51.0
1860,Jerome Whitehead,273.22222222222223,81.0
1861,Jerome Williams,358.38461538461536,82.0
1862,Jerrelle Benimon,0.0,2.0
1863,Jerrod Mustaf,180.25,62.0
1864,Jerry Baskerville,26.0,21.0
1865,Jerry Bird,25.0,11.0
1866,Jerry Chambers,482.75,79.0
1867,Jerry Eaves,283.0,82.0
1868,Jerry Fleishman,296.5,65.0
1869,Jerry Fowler,9.0,6.0
1870,Jerry Greenspan,61.0,20.0
1871,Jerry Grote,14.0,11.0
1872,Jerry Harkness,29.0,5.0
1873,Jerry Lucas*,1158.6923076923076,82.0
1874,Jerry Nagel,13.0,14.0
1875,Jerry Paulson,20.0,6.0
1876,Jerry Reynolds,504.5,80.0
1877,Jerry Rullo,7.0,4.0
1878,Jerry Sichting,319.64285714285717,82.0
1879,Jerry Sloan*,961.0,82.0
1880,Jerry Smith,7.0,5.0
1881,Jerry Stackhouse,882.9,82.0
1882,Jerry West*,1799.4285714285713,79.0
1883,Jerryd Bayless,439.2307692307692,80.0
1884,Jeryl Sasser,102.0,75.0
1885,Jesse Arnelle,147.0,31.0
1886,Jesse Branson,5.0,5.0
1887,Jesse Dark,170.0,47.0
1888,Jim Ard,131.66666666666666,81.0
1889,Jim Baechtold,624.6,72.0
1890,Jim Barnes,445.0,80.0
1891,Jim Barnett,715.7692307692307,82.0
1892,Jim Bostic,26.0,4.0
1893,Jim Brasco,51.333333333333336,20.0
1894,Jim Brewer,400.6363636363636,82.0
1895,Jim Brogan,309.5,63.0
1896,Jim Browne,47.0,31.0
1897,Jim Burns,4.0,3.0
1898,Jim Caldwell,0.0,2.0
1899,Jim Chones,958.0,82.0
1900,Jim Cleamons,539.1818181818181,82.0
1901,Jim Creighton,31.0,32.0
1902,Jim Davis,399.1818181818182,82.0
1903,Jim Eakins,191.5,82.0
1904,Jim Farmer,138.57142857142858,38.0
1905,Jim Fox,556.5625,82.0
1906,Jim Fritsche,151.75,68.0
1907,Jim Garvin,2.0,6.0
1908,Jim Grandholm,79.0,26.0
1909,Jim Holstein,214.75,70.0
1910,Jim Jackson,691.4166666666666,82.0
1911,Jim Johnstone,20.666666666666668,23.0
1912,Jim King,376.3333333333333,77.0
1913,Jim Krebs,589.7142857142857,79.0
1914,Jim Lampley,3.0,1.0
1915,Jim Les,137.0,82.0
1916,Jim Loscutoff,350.6666666666667,79.0
1917,Jim Luisi,89.0,31.0
1918,Jim Marsh,119.0,39.0
1919,Jim McDaniels,193.4,68.0
1920,Jim McElroy,523.6666666666666,79.0
1921,Jim McIlvaine,153.14285714285714,82.0
1922,Jim McMillian,970.6666666666666,82.0
1923,Jim Mooney,135.0,18.0
1924,Jim Neal,175.0,67.0
1925,Jim Nolan,8.0,5.0
1926,Jim Owens,88.5,41.0
1927,Jim Palmer,441.2,74.0
1928,Jim Paxson,843.4,82.0
1929,Jim Petersen,424.625,82.0
1930,Jim Pollard*,829.6666666666666,71.0
1931,Jim Price,514.5,83.0
1932,Jim Ray,4.5,4.0
1933,Jim Reid,21.0,6.0
1934,Jim Riffey,150.0,35.0
1935,Jim Rowinski,16.0,14.0
1936,Jim Seminoff,312.0,65.0
1937,Jim Slaughter,147.0,28.0
1938,Jim Smith,109.5,72.0
1939,Jim Spanarkel,501.0,82.0
1940,Jim Thomas,338.75,80.0
1941,Jim Tucker,135.66666666666666,70.0
1942,Jim Walsh,20.0,10.0
1943,Jim Ware,71.5,33.0
1944,Jim Washington,643.6,84.0
1945,Jim Zoet,2.0,7.0
1946,Jimmer Fredette,188.66666666666666,69.0
1947,Jimmy Butler,1034.6666666666667,82.0
1948,Jimmy Carruth,5.0,4.0
1949,Jimmy Collins,140.5,55.0
1950,Jimmy Darden,211.0,26.0
1951,Jimmy Darrow,12.0,5.0
1952,Jimmy Jones,300.3333333333333,73.0
1953,Jimmy King,142.5,62.0
1954,Jimmy Oliver,66.2,44.0
1955,Jimmy Walker,1190.1818181818182,81.0
1956,Jiri Welsch,330.0,81.0
1957,Jo Jo,913.2352941176471,82.0
1958,Joakim Noah,555.7,80.0
1959,Joao Vianna,2.0,1.0
1960,Joby Wright,303.0,77.0
1961,Jodie Meeks,473.1,78.0
1962,Joe Alexander,141.0,59.0
1963,Joe Arlauckas,34.0,9.0
1964,Joe Barry,1013.7142857142857,82.0
1965,Joe Binion,14.0,11.0
1966,Joe Bradley,87.0,46.0
1967,Joe Bryant,656.5,82.0
1968,Joe Buckhalter,187.5,63.0
1969,Joe Caldwell,1016.0,82.0
1970,Joe Cooke,316.0,73.0
1971,Joe Cooper,33.166666666666664,20.0
1972,Joe Courtney,49.0,52.0
1973,Joe Crawford,9.0,2.0
1974,Joe Crispin,52.666666666666664,21.0
1975,Joe Dolhon,247.0,64.0
1976,Joe Dumars*,1171.5,82.0
1977,Joe Ellis,577.875,80.0
1978,Joe Fulks*,821.0,70.0
1979,Joe Graboski,762.9166666666666,73.0
1980,Joe Harris,189.0,52.0
1981,Joe Hassett,259.875,74.0
1982,Joe Holland,361.3333333333333,67.0
1983,Joe Holup,320.0,71.0
1984,Joe Hutton,151.0,60.0
1985,Joe Ingles,439.6666666666667,82.0
1986,Joe Johnson,1080.3,82.0
1987,Joe Kennedy,227.0,72.0
1988,Joe Kleine,265.9,82.0
1989,Joe Kopicki,144.0,59.0
1990,Joe McNamee,144.5,60.0
1991,Joe Meriweather,504.0833333333333,81.0
1992,Joe Mullaney,30.0,37.0
1993,Joe Pace,127.5,49.0
1994,Joe Reaves,16.0,7.0
1995,Joe Roberts,372.6666666666667,80.0
1996,Joe Ruklick,132.66666666666666,46.0
1997,Joe Smith,541.3846153846154,82.0
1998,Joe Smyth,87.33333333333333,40.0
1999,Joe Stephens,23.666666666666668,13.0
2000,Joe Strawder,659.0,79.0
2001,Joe Thomas,55.0,39.0
2002,Joe Wolf,188.6,77.0
2003,Joe Young,111.0,41.0
2004,Joel Anthony,91.0,80.0
2005,Joel Bolomboy,22.0,12.0
2006,Joel Embiid,627.0,31.0
2007,Joel Freeland,159.0,52.0
2008,Joel Kramer,251.4,82.0
2009,Joel Przybilla,141.52941176470588,82.0
2010,Joey Dorsey,61.166666666666664,69.0
2011,Joey Graham,373.1666666666667,80.0
2012,Joffrey Lauvergne,261.6,70.0
2013,Johan Petro,236.4,81.0
2014,John Amaechi,367.4,82.0
2015,John Arthurs,35.0,11.0
2016,John Bagley,527.4545454545455,82.0
2017,John Barber,7.0,5.0
2018,John Barnhill,471.8888888888889,77.0
2019,John Battle,533.8,82.0
2020,John Block,615.7142857142857,82.0
2021,John Brisker,499.3333333333333,70.0
2022,John Brown,414.0,77.0
2023,John Celestand,37.0,16.0
2024,John Chaney,46.666666666666664,16.0
2025,John Coker,13.666666666666666,14.0
2026,John Coughran,68.0,24.0
2027,John Crotty,158.6153846153846,80.0
2028,John Douglas,226.0,64.0
2029,John Drew,1390.090909090909,81.0
2030,John Duren,237.33333333333334,82.0
2031,John Edwards,49.5,40.0
2032,John Fairchild,60.0,30.0
2033,John Garris,131.0,33.0
2034,John Gianelli,481.4,82.0
2035,John Greig,19.0,9.0
2036,John Hargis,222.25,60.0
2037,John Havlicek*,1649.6875,82.0
2038,John Henson,483.6,70.0
2039,John Hummer,324.375,81.0
2040,John Jenkins,130.28571428571428,61.0
2041,John Johnson,798.0625,82.0
2042,John Kuester,150.33333333333334,78.0
2043,John Lambert,186.27272727272728,76.0
2044,John Laskowski,416.0,71.0
2045,John Logan,493.0,62.0
2046,John Long,781.4375,82.0
2047,John Lucas,504.45454545454544,82.0
2048,John Mahnken,176.55555555555554,69.0
2049,John Mandic,44.0,25.0
2050,John McConathy,14.0,11.0
2051,John McCullough,21.0,8.0
2052,John Mengelt,582.0833333333334,81.0
2053,John Morton,143.0,66.0
2054,John O'Boyle,21.0,5.0
2055,John Oldham,463.0,68.0
2056,John Olive,22.0,34.0
2057,John Paxson,505.45454545454544,82.0
2058,John Pilch,5.0,9.0
2059,John Pinone,20.0,7.0
2060,John Pritchard,22.0,7.0
2061,John Rennicke,11.0,6.0
2062,John Richter,285.0,66.0
2063,John Roche,339.5,82.0
2064,John Rudd,184.0,58.0
2065,John Rudometkin,192.0,56.0
2066,John Salley,416.38461538461536,82.0
2067,John Salmons,599.2631578947369,82.0
2068,John Schweitz,28.5,19.0
2069,John Shasky,172.33333333333334,65.0
2070,John Shumate,480.2857142857143,80.0
2071,John Starks,756.2666666666667,82.0
2072,John Stockton*,1037.421052631579,82.0
2073,John Stroeder,21.5,41.0
2074,John Stroud,25.0,9.0
2075,John Thomas,72.6,55.0
2076,John Thompson*,131.0,64.0
2077,John Trapp,356.85714285714283,82.0
2078,John Tresvant,467.89473684210526,85.0
2079,John Tschogl,92.33333333333333,64.0
2080,John Turner,117.0,42.0
2081,John Vallely,131.75,51.0
2082,John Wall,1345.5714285714287,82.0
2083,John Wallace,414.42857142857144,82.0
2084,John Warren,362.8,82.0
2085,John Wetzel,173.57142857142858,70.0
